order_id,total_quantity,order_value
O00008751,4,86.85
O00008752,7,1000.62
O00008753,1,538.42
O00008754,3,168.54
O00008755,1,41.44
O00008756,7,1149.62
O00008757,1,121.55
O00008758,4,925.97
O00008759,6,1885.35
O00008760,5,375.69
O00008761,3,38.28
O00008762,3,147.97
O00008763,5,261.69
O00008764,1,259.72
O00008765,4,70.05
O00008766,2,42.92
O00008767,6,1437.06
O00008768,2,237.46
O00008769,1,168.0
O00008770,7,3097.79
O00008771,6,2165.8599999999997
O00008772,6,1745.71
O00008773,6,393.3
O00008774,1,28.92
O00008775,1,94.58
O00008776,2,95.13
O00008777,6,3895.5
O00008778,4,1248.06
O00008779,1,135.38
O00008780,1,99.78
O00008781,1,33.99
O00008782,3,1846.1000000000001
O00008783,7,1393.78
O00008784,1,13.85
O00008785,3,982.5799999999999
O00008786,2,1394.14
O00008787,2,105.9
O00008788,4,2266.9900000000002
O00008789,2,130.45
O00008790,3,292.44
O00008791,3,72.72999999999999
O00008792,3,2347.58
O00008793,3,986.21
O00008794,4,1457.42
O00008795,1,30.76
O00008796,1,112.19
O00008797,1,260.02
O00008798,1,15.22
O00008799,4,689.59
O00008800,3,323.25
O00008801,4,1574.61
O00008802,1,29.1
O00008803,2,2926.52
O00008804,5,2698.71
O00008805,1,871.03
O00008806,1,570.57
O00008807,1,871.03
O00008808,2,102.94
O00008809,1,982.1
O00008810,3,1711.71
O00008811,4,529.79
O00008812,4,905.25
O00008813,1,33.02
O00008814,1,896.38
O00008815,5,2427.48
O00008816,3,475.65
O00008817,1,694.32
O00008818,1,17.5
O00008819,1,74.08
O00008820,1,82.98
O00008821,3,155.72
O00008822,4,220.89
O00008823,2,5.44
O00008824,4,186.82
O00008825,3,44.43
O00008826,3,191.63
O00008827,1,250.79
O00008828,1,441.37
O00008829,1,69.22
O00008830,1,98.15
O00008831,4,1934.81
O00008832,7,1989.11
O00008833,1,27.91
O00008834,1,1151.47
O00008835,1,97.57
O00008836,3,228.65
O00008837,2,152.3
O00008838,8,474.65
O00008839,3,618.01
O00008840,3,681.49
O00008841,7,3573.83
O00008842,1,521.0
O00008843,1,121.89
O00008844,2,103.6
O00008845,3,177.89000000000001
O00008846,1,182.11
O00008847,1,90.37
O00008848,4,429.77
O00008849,4,1977.6699999999998
O00008850,7,2000.14
O00008851,1,22.53
O00008852,2,144.71
O00008853,1,54.41
O00008854,1,64.46
O00008855,3,565.47
O00008856,2,450.64
O00008857,2,66.22
O00008858,6,402.31
O00008859,3,532.92
O00008860,1,92.24
O00008861,1,6.69
O00008862,8,1703.3100000000002
O00008863,3,355.16
O00008864,1,68.39
O00008865,1,49.62
O00008866,1,226.24
O00008867,1,56.77
O00008868,1,70.39
O00008869,4,866.6199999999999
O00008870,1,27.19
O00008871,1,25.95
O00008872,5,370.3
O00008873,1,364.29
O00008874,1,435.87
O00008875,1,106.99
O00008876,2,113.58000000000001
O00008877,5,683.31
O00008878,2,411.51
O00008879,1,57.18
O00008880,1,21.18
O00008881,1,835.66
O00008882,6,424.57
O00008883,1,1257.52
O00008884,4,2181.7400000000002
O00008885,1,36.42
O00008886,1,46.89
O00008887,7,4333.38
O00008888,3,474.84000000000003
O00008889,1,166.22
O00008890,4,1689.54
O00008891,3,491.66999999999996
O00008892,3,570.53
O00008893,1,228.61
O00008894,3,1204.25
O00008895,3,248.55
O00008896,1,65.6
O00008897,5,464.82
O00008898,1,138.24
O00008899,1,42.45
O00008900,2,502.83000000000004
O00008901,4,345.46999999999997
O00008902,3,902.4100000000001
O00008903,1,455.43
O00008904,2,515.84
O00008905,3,416.1
O00008906,1,259.72
O00008907,1,44.29
O00008908,6,151.81
O00008909,1,814.3
O00008910,6,2652.96
O00008911,2,438.93
O00008912,1,98.79
O00008913,5,1849.1399999999999
O00008914,4,343.21
O00008915,2,1081.5700000000002
O00008916,4,163.78
O00008917,4,250.0
O00008918,1,190.22
O00008919,3,283.2
O00008920,3,1982.3
O00008921,2,100.24000000000001
O00008922,1,132.7
O00008923,1,138.24
O00008924,1,59.91
O00008925,1,6.16
O00008926,2,401.28999999999996
O00008927,2,713.89
O00008928,2,160.61
O00008929,3,747.81
O00008930,4,256.75
O00008931,4,433.13
O00008932,4,1437.3
O00008933,3,2501.21
O00008934,5,572.11
O00008935,2,120.66
O00008936,1,422.22
O00008937,3,1345.13
O00008938,4,351.27
O00008939,1,101.93
O00008940,2,121.91999999999999
O00008941,1,52.95
O00008942,3,533.79
O00008943,2,1252.6899999999998
O00008944,3,292.45
O00008945,1,386.25
O00008946,2,789.84
O00008947,4,235.43
O00008948,4,246.95
O00008949,1,53.88
O00008950,3,388.63
O00008951,1,474.22
O00008952,4,247.12
O00008953,5,117.13
O00008954,3,78.0
O00008955,1,5.79
O00008956,4,774.94
O00008957,1,1352.63
O00008958,6,1082.15
O00008959,4,187.64999999999998
O00008960,1,58.46
O00008961,5,2594.0
O00008962,4,326.78000000000003
O00008963,2,94.7
O00008964,4,391.52000000000004
O00008965,2,1011.64
O00008966,8,3943.1200000000003
O00008967,3,1211.07
O00008968,5,82.05
O00008969,3,370.69
O00008970,2,193.94
O00008971,1,154.28
O00008972,2,251.36
O00008973,3,96.12
O00008974,2,1050.94
O00008975,1,134.95
O00008976,1,65.24
O00008977,12,1337.73
O00008978,3,2620.85
O00008979,12,790.24
O00008980,7,1801.19
O00008981,3,1577.57
O00008982,1,30.59
O00008983,1,600.89
O00008984,1,76.59
O00008985,6,451.45000000000005
O00008986,3,334.11
O00008987,1,127.26
O00008988,3,1222.88
O00008989,1,165.03
O00008990,6,182.28
O00008991,3,112.2
O00008992,1,658.35
O00008993,2,379.58
O00008994,3,279.63
O00008995,2,1523.8400000000001
O00008996,1,70.68
O00008997,2,113.2
O00008998,4,97.42
O00008999,5,920.3299999999999
O00009000,4,220.13
O00009001,3,261.1
O00009002,1,218.95
O00009003,5,450.69
O00009004,5,738.8399999999999
O00009005,4,489.95
O00009006,4,1706.17
O00009007,5,382.39
O00009008,2,1243.96
O00009009,1,244.16
O00009010,3,1702.6399999999999
O00009011,1,78.36
O00009012,4,140.8
O00009013,2,109.3
O00009014,1,51.94
O00009015,1,113.75
O00009016,4,2169.52
O00009017,4,248.54
O00009018,5,410.87
O00009019,3,159.2
O00009020,2,106.2
O00009021,2,138.44
O00009022,2,51.33
O00009023,1,297.5
O00009024,4,290.49
O00009025,3,1089.48
O00009026,2,219.55
O00009027,6,245.16
O00009028,1,116.26
O00009029,1,84.79
O00009030,8,544.47
O00009031,1,3.96
O00009032,5,884.25
O00009033,3,2028.22
O00009034,1,20.93
O00009035,7,2807.98
O00009036,6,806.72
O00009037,2,201.62
O00009038,4,192.98
O00009039,2,219.5
O00009040,2,388.0
O00009041,1,134.71
O00009042,7,741.57
O00009043,1,283.17
O00009044,3,346.84000000000003
O00009045,2,1473.46
O00009046,1,103.67
O00009047,1,710.57
O00009048,3,179.12
O00009049,3,427.71000000000004
O00009050,1,167.4
O00009051,1,27.91
O00009052,3,3035.13
O00009053,1,28.51
O00009054,1,16.35
O00009055,2,229.08
O00009056,5,944.6899999999999
O00009057,3,168.76999999999998
O00009058,10,977.8199999999999
O00009059,5,532.36
O00009060,3,559.13
O00009061,1,46.81
O00009062,6,447.28999999999996
O00009063,3,67.59
O00009064,2,2556.31
O00009065,6,602.85
O00009066,2,2201.62
O00009067,4,170.18
O00009068,2,177.94
O00009069,2,570.85
O00009070,5,977.24
O00009071,2,1419.5700000000002
O00009072,1,577.93
O00009073,4,505.68
O00009074,4,366.88
O00009075,5,365.13
O00009076,1,439.51
O00009077,6,2172.41
O00009078,1,66.33
O00009079,2,1291.3
O00009080,8,3417.8199999999997
O00009081,2,37.02
O00009082,3,518.53
O00009083,1,67.41
O00009084,1,294.72
O00009085,4,65.07
O00009086,2,119.1
O00009087,1,479.8
O00009088,4,380.78000000000003
O00009089,1,31.94
O00009090,2,81.24000000000001
O00009091,4,2199.33
O00009092,6,1021.04
O00009093,2,1628.6
O00009094,6,1676.3300000000002
O00009095,3,138.51
O00009096,5,372.81
O00009097,1,65.95
O00009098,5,1771.9
O00009099,1,203.57
O00009100,3,184.39999999999998
O00009101,3,88.32
O00009102,3,768.61
O00009103,6,659.22
O00009104,3,50.64
O00009105,1,2.83
O00009106,2,128.22
O00009107,3,138.36
O00009108,1,39.02
O00009109,1,71.59
O00009110,4,448.54
O00009111,2,1513.74
O00009112,5,1418.95
O00009113,4,352.9
O00009114,5,606.1099999999999
O00009115,1,25.48
O00009116,2,79.30000000000001
O00009117,7,627.5699999999999
O00009118,3,575.24
O00009119,4,282.51
O00009120,1,1.78
O00009121,4,409.09
O00009122,3,483.67
O00009123,3,428.04
O00009124,2,25.87
O00009125,6,1324.08
O00009126,7,2987.87
O00009127,4,1241.73
O00009128,3,351.53000000000003
O00009129,1,36.16
O00009130,9,489.38
O00009131,1,13.54
O00009132,2,6.64
O00009133,4,2207.96
O00009134,1,265.37
O00009135,4,1771.21
O00009136,1,11.83
O00009137,6,2828.55
O00009138,1,26.74
O00009139,7,1134.93
O00009140,2,379.76
O00009141,1,62.05
O00009142,1,65.06
O00009143,3,1847.41
O00009144,2,181.14
O00009145,5,124.95000000000002
O00009146,2,832.0799999999999
O00009147,1,27.65
O00009148,5,404.71999999999997
O00009149,2,899.17
O00009150,3,699.13
O00009151,2,285.15
O00009152,1,109.05
O00009153,2,266.28999999999996
O00009154,4,323.01
O00009155,1,181.88
O00009156,3,252.75
O00009157,4,211.63
O00009158,3,307.35
O00009159,1,124.91
O00009160,2,133.96
O00009161,5,1549.22
O00009162,3,769.01
O00009163,2,84.13
O00009164,2,24.8
O00009165,1,35.82
O00009166,2,353.20000000000005
O00009167,3,689.26
O00009168,2,237.03
O00009169,1,206.86
O00009170,1,10.2
O00009171,1,861.62
O00009172,1,6.58
O00009173,2,64.3
O00009174,1,69.29
O00009175,4,152.60000000000002
O00009176,2,580.06
O00009177,4,964.23
O00009178,1,667.59
O00009179,3,54.93
O00009180,1,51.96
O00009181,1,37.9
O00009182,5,238.53
O00009183,1,145.19
O00009184,1,1075.65
O00009185,2,204.76
O00009186,1,148.45
O00009187,2,1842.0
O00009188,3,25.41
O00009189,3,1175.49
O00009190,5,155.1
O00009191,4,2317.43
O00009192,8,1245.6
O00009193,7,1680.95
O00009194,5,311.33000000000004
O00009195,1,36.52
O00009196,3,69.42
O00009197,4,1839.8400000000001
O00009198,3,1507.0700000000002
O00009199,2,312.62
O00009200,6,521.1899999999999
O00009201,2,182.8
O00009202,3,884.34
O00009203,5,244.74
O00009204,3,267.58
O00009205,3,283.77
O00009206,3,104.6
O00009207,1,23.71
O00009208,5,487.58000000000004
O00009209,2,99.42
O00009210,1,41.51
O00009211,4,2811.96
O00009212,2,483.85
O00009213,3,134.79
O00009214,2,90.02
O00009215,2,196.32
O00009216,3,232.39
O00009217,2,74.37
O00009218,1,168.63
O00009219,4,290.73
O00009220,2,520.03
O00009221,3,319.97
O00009222,4,2221.0
O00009223,2,151.25
O00009224,2,197.86999999999998
O00009225,2,246.38
O00009226,3,776.21
O00009227,1,42.57
O00009228,2,169.57999999999998
O00009229,7,1169.58
O00009230,3,1366.79
O00009231,1,16.48
O00009232,3,718.9599999999999
O00009233,2,170.53
O00009234,3,213.84
O00009235,5,555.0
O00009236,1,54.36
O00009237,1,161.29
O00009238,3,1112.95
O00009239,2,193.12
O00009240,4,443.58
O00009241,4,130.62
O00009242,7,555.22
O00009243,6,1812.8600000000001
O00009244,3,51.34
O00009245,1,151.03
O00009246,5,1718.5
O00009247,10,737.58
O00009248,1,660.72
O00009249,5,802.2099999999999
O00009250,5,1135.81
O00009251,5,1323.86
O00009252,6,2048.97
O00009253,4,671.35
O00009254,2,972.34
O00009255,3,310.33
O00009256,4,2192.19
O00009257,3,163.76999999999998
O00009258,8,1400.72
O00009259,4,53.71
O00009260,4,278.82
O00009261,1,660.72
O00009262,5,383.87
O00009263,2,594.74
O00009264,1,20.18
O00009265,2,95.13
O00009266,1,51.61
O00009267,2,19.96
O00009268,1,190.38
O00009269,2,21.52
O00009270,5,2111.43
O00009271,4,142.26
O00009272,4,4221.43
O00009273,3,212.68
O00009274,2,810.11
O00009275,3,1056.56
O00009276,1,195.21
O00009277,1,67.11
O00009278,3,1632.64
O00009279,1,47.96
O00009280,3,107.66
O00009281,1,104.09
O00009282,2,344.64
O00009283,1,111.37
O00009284,4,235.65
O00009285,5,535.8299999999999
O00009286,1,22.53
O00009287,4,1696.8
O00009288,1,338.49
O00009289,2,173.6
O00009290,1,23.32
O00009291,3,39.12
O00009292,1,775.52
O00009293,7,1277.73
O00009294,4,580.69
O00009295,3,692.73
O00009296,8,1693.57
O00009297,1,1663.12
O00009298,9,2943.73
O00009299,4,332.69
O00009300,1,1287.95
O00009301,2,157.06
O00009302,4,1419.9
O00009303,1,307.27
O00009304,4,785.27
O00009305,5,245.8
O00009306,1,44.71
O00009307,2,388.72
O00009308,3,367.5
O00009309,5,636.85
O00009310,1,1797.55
O00009311,6,680.28
O00009312,3,574.5899999999999
O00009313,1,50.17
O00009314,2,267.01
O00009315,2,86.26
O00009316,1,18.47
O00009317,3,948.46
O00009318,1,29.9
O00009319,6,5397.05
O00009320,1,676.95
O00009321,3,297.78
O00009322,2,891.46
O00009323,7,550.3900000000001
O00009324,1,42.74
O00009325,1,108.57
O00009326,8,916.0899999999999
O00009327,2,1484.99
O00009328,4,2372.4100000000003
O00009329,3,128.39
O00009330,2,149.83
O00009331,1,930.47
O00009332,2,452.48
O00009333,3,351.55
O00009334,1,52.95
O00009335,3,161.06
O00009336,1,51.65
O00009337,1,12.42
O00009338,1,15.22
O00009339,1,97.42
O00009340,6,450.21000000000004
O00009341,1,176.19
O00009342,1,294.93
O00009343,2,333.72
O00009344,9,2919.65
O00009345,5,1208.95
O00009346,4,1001.02
O00009347,2,76.88
O00009348,2,11.16
O00009349,1,22.11
O00009350,4,590.12
O00009351,5,475.42
O00009352,5,652.6500000000001
O00009353,2,604.85
O00009354,1,36.34
O00009355,1,54.86
O00009356,1,94.71
O00009357,1,93.84
O00009358,3,710.91
O00009359,2,223.58
O00009360,3,176.69
O00009361,1,10.61
O00009362,4,352.3
O00009363,4,865.55
O00009364,1,49.62
O00009365,5,1324.21
O00009366,2,107.47000000000001
O00009367,3,1164.96
O00009368,1,488.59
O00009369,3,302.87
O00009370,8,2371.5699999999997
O00009371,3,620.65
O00009372,2,674.12
O00009373,1,36.36
O00009374,1,1700.35
O00009375,5,1072.18
O00009376,3,939.82
O00009377,4,1474.8300000000002
O00009378,1,98.55
O00009379,2,16.22
O00009380,6,606.51
O00009381,2,225.49
O00009382,1,44.23
O00009383,6,1229.1100000000001
O00009384,3,554.52
O00009385,6,461.06
O00009386,4,271.41
O00009387,3,212.24
O00009388,2,121.66
O00009389,1,953.03
O00009390,1,12.34
O00009391,2,101.4
O00009392,2,282.42
O00009393,2,261.26
O00009394,5,128.53
O00009395,1,209.1
O00009396,1,26.05
O00009397,2,78.3
O00009398,8,886.1
O00009399,4,466.52000000000004
O00009400,4,266.43
O00009401,1,18.51
O00009402,8,993.89
O00009403,4,1316.52
O00009404,1,86.67
O00009405,5,175.68
O00009406,3,1139.8600000000001
O00009407,4,3933.71
O00009408,1,9.25
O00009409,4,1606.18
O00009410,4,85.99
O00009411,3,568.98
O00009412,2,336.36
O00009413,3,290.28
O00009414,4,385.98
O00009415,7,3147.7599999999998
O00009416,1,88.97
O00009417,2,197.04
O00009418,6,1506.6999999999998
O00009419,1,37.23
O00009420,5,463.3
O00009421,1,23.52
O00009422,3,497.80999999999995
O00009423,3,114.63
O00009424,1,27.91
O00009425,3,742.9300000000001
O00009426,3,128.28
O00009427,5,4071.32
O00009428,3,32.88
O00009429,3,141.54000000000002
O00009430,5,267.84999999999997
O00009431,1,189.88
O00009432,1,220.65
O00009433,1,172.17
O00009434,2,544.6
O00009435,3,355.33
O00009436,1,18.51
O00009437,10,2071.64
O00009438,1,49.09
O00009439,4,724.22
O00009440,3,961.95
O00009441,5,878.73
O00009442,2,673.23
O00009443,1,70.68
O00009444,2,168.04
O00009445,3,354.19
O00009446,2,295.12
O00009447,1,15.29
O00009448,1,1413.41
O00009449,2,26.06
O00009450,3,174.35
O00009451,6,2768.64
O00009452,4,204.41
O00009453,1,73.31
O00009454,4,638.47
O00009455,1,1006.47
O00009456,7,944.36
O00009457,1,168.25
O00009458,6,263.03
O00009459,3,90.27
O00009460,1,1028.88
O00009461,6,611.69
O00009462,2,834.3
O00009463,2,22.16
O00009464,3,3772.56
O00009465,1,53.24
O00009466,3,135.01
O00009467,3,521.13
O00009468,4,2020.0
O00009469,1,31.39
O00009470,6,143.04000000000002
O00009471,2,57.699999999999996
O00009472,1,1047.18
O00009473,1,6.75
O00009474,1,49.7
O00009475,4,1159.92
O00009476,1,66.03
O00009477,1,146.49
O00009478,1,38.32
O00009479,3,202.1
O00009480,4,179.96
O00009481,4,603.12
O00009482,3,217.82999999999998
O00009483,3,468.93
O00009484,2,228.8
O00009485,1,146.49
O00009486,3,270.78
O00009487,5,103.43
O00009488,3,1253.26
O00009489,2,269.42
O00009490,5,489.31
O00009491,1,64.11
O00009492,9,727.69
O00009493,2,79.92
O00009494,1,223.69
O00009495,3,183.25
O00009496,2,214.64999999999998
O00009497,1,3.96
O00009498,6,246.95
O00009499,3,473.37
O00009500,1,165.59
O00009501,2,20.48
O00009502,4,263.28
O00009503,4,826.25
O00009504,2,150.32
O00009505,5,945.39
O00009506,4,98.24
O00009507,3,95.57
O00009508,7,1307.44
O00009509,10,962.1
O00009510,1,37.23
O00009511,7,1123.03
O00009512,7,572.41
O00009513,1,373.48
O00009514,1,11.4
O00009515,1,157.79
O00009516,3,627.45
O00009517,2,190.04
O00009518,5,511.43
O00009519,3,87.59
O00009520,5,357.59000000000003
O00009521,2,355.13
O00009522,4,27.4
O00009523,2,265.12
O00009524,1,21.91
O00009525,1,71.01
O00009526,3,89.88
O00009527,1,97.36
O00009528,2,327.61
O00009529,2,207.95000000000002
O00009530,1,61.15
O00009531,1,5.98
O00009532,1,28.05
O00009533,4,682.14
O00009534,1,443.67
O00009535,2,81.16
O00009536,1,132.71
O00009537,5,305.73
O00009538,4,1059.44
O00009539,3,145.2
O00009540,1,170.53
O00009541,3,136.91
O00009542,2,828.56
O00009543,4,652.11
O00009544,3,105.95
O00009545,5,1466.7
O00009546,4,1040.23
O00009547,1,92.24
O00009548,5,1485.25
O00009549,2,38.839999999999996
O00009550,6,887.6999999999999
O00009551,3,216.32999999999998
O00009552,3,84.52
O00009553,3,774.4100000000001
O00009554,6,864.52
O00009555,1,466.25
O00009556,3,74.94
O00009557,7,1194.97
O00009558,4,215.05
O00009559,1,115.92
O00009560,7,500.19
O00009561,1,9.98
O00009562,4,196.78
O00009563,3,787.0999999999999
O00009564,3,2434.4700000000003
O00009565,4,995.3100000000001
O00009566,1,16.35
O00009567,1,319.15
O00009568,5,621.12
O00009569,1,86.67
O00009570,5,719.6800000000001
O00009571,6,985.75
O00009572,1,108.38
O00009573,3,280.99
O00009574,1,15.79
O00009575,4,1539.4
O00009576,5,2193.24
O00009577,4,313.56
O00009578,2,77.64
O00009579,1,286.99
O00009580,4,289.53999999999996
O00009581,1,21.52
O00009582,1,32.02
O00009583,2,569.02
O00009584,1,80.1
O00009585,3,1168.3100000000002
O00009586,2,1513.74
O00009587,6,705.92
O00009588,1,15.85
O00009589,7,167.0
O00009590,8,4441.39
O00009591,2,484.29
O00009592,4,647.61
O00009593,3,658.3199999999999
O00009594,1,10.7
O00009595,3,168.1
O00009596,1,204.78
O00009597,2,470.92
O00009598,1,318.63
O00009599,5,432.49
O00009600,4,357.33
O00009601,3,1073.49
O00009602,7,512.41
O00009603,3,81.36
O00009604,1,91.33
O00009605,3,1179.34
O00009606,1,21.02
O00009607,5,90.91
O00009608,2,126.42
O00009609,2,1660.0900000000001
O00009610,9,580.48
O00009611,1,45.55
O00009612,6,848.26
O00009613,1,99.56
O00009614,5,212.67
O00009615,1,283.47
O00009616,4,1023.99
O00009617,7,418.21999999999997
O00009618,3,157.79000000000002
O00009619,2,268.36
O00009620,1,83.34
O00009621,6,227.75
O00009622,7,2379.84
O00009623,5,4789.0199999999995
O00009624,2,76.42
O00009625,4,388.64
O00009626,4,1076.6
O00009627,2,189.42
O00009628,8,1213.07
O00009629,1,96.75
O00009630,5,3923.66
O00009631,5,557.9300000000001
O00009632,4,146.94
O00009633,5,398.33
O00009634,1,56.34
O00009635,5,201.27
O00009636,2,316.08
O00009637,2,193.92
O00009638,1,297.23
O00009639,5,1066.0
O00009640,6,1253.52
O00009641,2,184.46
O00009642,2,6.9
O00009643,1,70.13
O00009644,2,145.93
O00009645,7,394.2
O00009646,5,797.74
O00009647,1,157.89
O00009648,3,315.23
O00009649,1,224.01
O00009650,4,432.3
O00009651,2,37.22
O00009652,1,61.86
O00009653,3,372.95
O00009654,1,225.87
O00009655,1,138.89
O00009656,2,26.68
O00009657,2,1027.0
O00009658,5,101.53
O00009659,1,13.83
O00009660,7,771.91
O00009661,6,1605.98
O00009662,1,29.68
O00009663,2,322.58
O00009664,2,404.22
O00009665,1,52.53
O00009666,3,526.09
O00009667,3,1216.4399999999998
O00009668,1,496.78
O00009669,4,1894.88
O00009670,1,42.45
O00009671,3,850.41
O00009672,3,1062.84
O00009673,2,249.36
O00009674,1,17.06
O00009675,1,40.54
O00009676,1,37.33
O00009677,2,99.74
O00009678,4,1221.08
O00009679,4,829.62
O00009680,4,3857.3399999999997
O00009681,1,28.51
O00009682,2,101.07
O00009683,2,57.98
O00009684,5,368.45
O00009685,5,332.65000000000003
O00009686,7,467.62
O00009687,2,153.34
O00009688,3,176.29000000000002
O00009689,4,461.43
O00009690,8,704.96
O00009691,6,610.2
O00009692,2,687.9300000000001
O00009693,4,840.42
O00009694,2,261.58
O00009695,2,108.08
O00009696,2,414.96
O00009697,10,1580.24
O00009698,4,2004.8000000000002
O00009699,2,89.07000000000001
O00009700,5,80.87
O00009701,5,91.03
O00009702,6,4267.5599999999995
O00009703,1,12.66
O00009704,4,339.4
O00009705,1,139.02
O00009706,5,1542.77
O00009707,2,194.94
O00009708,3,430.03
O00009709,1,605.36
O00009710,3,20.25
O00009711,2,176.2
O00009712,3,672.75
O00009713,5,165.95
O00009714,5,1580.95
O00009715,2,548.4000000000001
O00009716,6,151.47
O00009717,3,783.49
O00009718,2,1964.2
O00009719,5,613.5
O00009720,2,369.72
O00009721,1,231.49
O00009722,2,560.83
O00009723,1,36.42
O00009724,1,94.35
O00009725,8,1350.81
O00009726,1,53.16
O00009727,5,317.71000000000004
O00009728,1,209.1
O00009729,4,297.56
O00009730,3,310.05
O00009731,4,433.98
O00009732,2,305.38
O00009733,1,77.46
O00009734,4,1741.8700000000001
O00009735,1,58.73
O00009736,5,485.62
O00009737,1,71.72
O00009738,3,3030.5299999999997
O00009739,4,196.62
O00009740,2,364.22
O00009741,6,3867.93
O00009742,1,39.34
O00009743,4,2432.47
O00009744,2,34.12
O00009745,1,11.44
O00009746,5,426.29
O00009747,1,57.46
O00009748,1,32.78
O00009749,3,80.37
O00009750,1,82.2
O00009751,4,206.74
O00009752,2,280.6
O00009753,2,698.02
O00009754,1,161.15
O00009755,2,47.16
O00009756,8,1072.77
O00009757,2,24.66
O00009758,5,1866.45
O00009759,1,19.09
O00009760,1,71.59
O00009761,7,1535.4
O00009762,1,3.57
O00009763,3,617.1700000000001
O00009764,1,9.8
O00009765,2,76.75999999999999
O00009766,5,239.47
O00009767,3,1388.44
O00009768,6,486.77
O00009769,6,766.8599999999999
O00009770,3,2733.32
O00009771,5,243.36999999999998
O00009772,4,110.55000000000001
O00009773,1,84.8
O00009774,3,218.8
O00009775,2,262.2
O00009776,1,113.67
O00009777,1,110.33
O00009778,4,474.18000000000006
O00009779,1,172.42
O00009780,2,176.78
O00009781,1,57.54
O00009782,4,367.27
O00009783,4,1727.3
O00009784,6,540.24
O00009785,1,209.1
O00009786,3,384.7
O00009787,1,264.67
O00009788,1,118.51
O00009789,3,927.72
O00009790,7,3500.0199999999995
O00009791,1,210.39
O00009792,1,104.38
O00009793,7,342.46000000000004
O00009794,3,340.33000000000004
O00009795,5,475.28999999999996
O00009796,2,57.32
O00009797,3,229.29999999999998
O00009798,6,322.65999999999997
O00009799,2,37.02
O00009800,3,326.97
O00009801,1,233.7
O00009802,3,59.199999999999996
O00009803,3,166.01999999999998
O00009804,2,311.4
O00009805,5,408.8
O00009806,3,131.6
O00009807,2,90.56
O00009808,3,532.71
O00009809,4,2396.79
O00009810,2,106.48
O00009811,3,168.63
O00009812,3,247.88
O00009813,3,976.26
O00009814,2,45.16
O00009815,1,14.44
O00009816,1,186.4
O00009817,4,609.78
O00009818,2,65.83
O00009819,9,957.33
O00009820,4,241.45
O00009821,5,288.96000000000004
O00009822,2,1023.5
O00009823,9,1945.89
O00009824,5,127.54
O00009825,1,99.56
O00009826,1,349.01
O00009827,1,278.74
O00009828,3,272.36
O00009829,1,20.58
O00009830,1,786.4
O00009831,2,158.5
O00009832,1,264.04
O00009833,6,2951.22
O00009834,1,97.68
O00009835,5,102.66
O00009836,1,244.36
O00009837,1,188.48
O00009838,1,59.97
O00009839,4,2244.9199999999996
O00009840,2,70.2
O00009841,2,161.12
O00009842,3,297.78000000000003
O00009843,2,33.49
O00009844,2,19.06
O00009845,1,168.03
O00009846,3,78.0
O00009847,2,379.65999999999997
O00009848,1,84.97
O00009849,2,167.45000000000002
O00009850,4,285.70000000000005
O00009851,2,90.36
O00009852,2,1510.92
O00009853,2,134.39
O00009854,2,26.06
O00009855,3,60.78
O00009856,3,895.3500000000001
O00009857,3,1274.1399999999999
O00009858,5,844.51
O00009859,4,1212.08
O00009860,5,250.07
O00009861,1,158.55
O00009862,1,86.47
O00009863,2,72.5
O00009864,8,630.84
O00009865,4,1849.31
O00009866,1,85.22
O00009867,7,1499.58
O00009868,3,379.69
O00009869,2,23.38
O00009870,1,51.45
O00009871,4,758.63
O00009872,3,597.8
O00009873,1,10.96
O00009874,6,999.1700000000001
O00009875,5,97.65
O00009876,3,41.55
O00009877,6,705.02
O00009878,3,1266.66
O00009879,2,47.16
O00009880,7,553.29
O00009881,1,32.16
O00009882,3,135.24
O00009883,4,256.55
O00009884,9,557.83
O00009885,1,176.48
O00009886,2,186.51
O00009887,2,31.74
O00009888,8,660.6500000000001
O00009889,4,207.4
O00009890,4,209.43
O00009891,7,5637.41
O00009892,5,644.87
O00009893,1,46.64
O00009894,1,1127.47
O00009895,4,1283.78
O00009896,3,529.12
O00009897,6,5711.62
O00009898,3,199.56
O00009899,5,1239.8899999999999
O00009900,1,83.6
O00009901,1,1197.44
O00009902,2,220.34
O00009903,6,4216.53
O00009904,5,1124.55
O00009905,4,1639.46
O00009906,3,122.89
O00009907,1,45.32
O00009908,3,249.51
O00009909,5,548.4000000000001
O00009910,3,36.64
O00009911,3,563.96
O00009912,2,53.870000000000005
O00009913,1,75.93
O00009914,3,804.49
O00009915,3,1979.79
O00009916,6,131.03
O00009917,1,36.2
O00009918,3,174.65
O00009919,3,2626.65
O00009920,1,19.14
O00009921,6,853.46
O00009922,9,837.12
O00009923,3,647.78
O00009924,4,211.70999999999998
O00009925,1,17.6
O00009926,2,875.51
O00009927,4,1891.78
O00009928,1,17.57
O00009929,3,1895.27
O00009930,5,954.24
O00009931,1,157.79
O00009932,5,955.4000000000001
O00009933,2,507.58
O00009934,1,96.63
O00009935,2,55.15
O00009936,3,294.34000000000003
O00009937,4,474.86
O00009938,5,260.74
O00009939,6,4460.94
O00009940,3,632.0
O00009941,1,72.87
O00009942,5,1662.63
O00009943,4,675.5899999999999
O00009944,3,182.07999999999998
O00009945,2,49.870000000000005
O00009946,3,520.39
